Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time per Day (hrs),Material Name,Material Level,IQ of Student
Wishi Wali,16,Female,India,West Bengal,Asansol,Engineer,Low,4,5,History,3,3.4,Textbook,3,129
Harsh Sibal,15,Female,India,Gujarat,Surat,Government Employee,High,3,3,Science,40,0.9,Video Lesson,3,135
Neelima Gara,14,Female,India,Rajasthan,Udaipur,Teacher,Middle,4,2,English,92,0.5,Interactive Quiz,2,115
Wazir Mahal,18,Other,India,Uttar Pradesh,Kanpur,Teacher,Low,2,2,Computer Science,2,4.9,Video Lesson,3,132
Mitesh Varughese,14,Male,India,Tamil Nadu,Madurai,Engineer,Middle,5,3,English,29,4.5,Textbook,3,92
Maanas Pradhan,14,Other,India,West Bengal,Asansol,Software Developer,Low,5,3,Mathematics,62,1.8,E-Book,2,135
Deepa More,13,Other,India,Rajasthan,Jodhpur,Software Developer,High,3,1,English,39,4.2,Textbook,2,93
Girindra Savant,11,Female,India,Uttar Pradesh,Kanpur,Farmer,Middle,3,5,English,21,0.8,Textbook,2,109
Urmi Wason,10,Female,India,Karnataka,Bangalore,Engineer,Low,7,3,Science,16,3.4,E-Book,1,130
Samaksh Deol,10,Male,India,Gujarat,Vadodara,Teacher,Low,4,1,History,82,0.9,Video Lesson,3,80
Raghav Mander,10,Female,India,Maharashtra,Pune,Teacher,Middle,5,3,Mathematics,5,3.1,Interactive Quiz,2,94
Falak Nayak,16,Other,India,Maharashtra,Pune,Farmer,Low,10,3,Computer Science,59,4.1,E-Book,3,101
Gaurang Hayre,10,Female,India,Uttar Pradesh,Kanpur,Farmer,High,10,1,English,8,2.3,Video Lesson,2,96
Inaya Mangat,14,Other,India,Uttar Pradesh,Varanasi,Software Developer,Middle,1,4,History,83,4.9,Interactive Quiz,3,96
Libni Kapur,13,Female,India,Karnataka,Mysore,Software Developer,Middle,6,4,English,4,2.9,Interactive Quiz,2,102
Pushti Cherian,12,Other,India,Tamil Nadu,Madurai,Business Owner,High,9,1,Computer Science,1,4.4,E-Book,1,81
Jackson Bala,14,Female,India,Maharashtra,Pune,Doctor,Middle,11,5,Mathematics,87,4.0,E-Book,3,91
Harrison Char,15,Male,India,West Bengal,Kolkata,Teacher,High,7,2,English,99,3.2,E-Book,1,92
Mitali Zachariah,15,Female,India,West Bengal,Kolkata,Government Employee,High,4,2,Computer Science,21,2.0,Interactive Quiz,3,81
Omkaar Sibal,14,Male,India,Rajasthan,Jaipur,Teacher,High,3,3,Science,56,3.0,E-Book,1,85
Falak Iyengar,11,Male,India,Karnataka,Hubli,Business Owner,Middle,2,2,Mathematics,93,3.8,Textbook,2,81
Luke Borah,10,Male,India,Maharashtra,Nagpur,Teacher,High,6,5,Mathematics,94,2.8,Textbook,2,115
Hardik Mander,14,Male,India,Tamil Nadu,Madurai,Government Employee,Middle,4,5,Mathematics,36,2.4,Interactive Quiz,3,85
Harsh Naidu,17,Female,India,Karnataka,Hubli,Software Developer,Middle,12,5,Computer Science,82,4.3,Video Lesson,1,86
Bhavini Dora,17,Male,India,West Bengal,Siliguri,Engineer,Low,2,1,History,21,4.1,Textbook,2,81
Omya Randhawa,13,Other,India,Rajasthan,Jodhpur,Government Employee,Middle,11,4,Computer Science,37,4.6,Interactive Quiz,1,114
Vritti Sharma,11,Male,India,Rajasthan,Jodhpur,Doctor,Middle,5,2,Computer Science,1,4.8,Video Lesson,3,107
Amaira Badami,16,Male,India,Rajasthan,Jodhpur,Teacher,Middle,1,4,History,97,1.9,Textbook,3,134
Nakul Lalla,12,Other,India,West Bengal,Asansol,Government Employee,High,11,4,History,56,1.3,Textbook,2,118
Bhavika Raju,10,Other,India,Maharashtra,Nagpur,Farmer,Low,5,3,Computer Science,78,3.9,E-Book,2,89
Turvi Mane,18,Male,India,Karnataka,Mysore,Business Owner,Low,11,5,Mathematics,64,0.9,Video Lesson,2,92
Ikbal Dash,18,Male,India,Karnataka,Hubli,Teacher,Low,4,5,Computer Science,22,0.9,E-Book,2,84
Frederick Bajwa,16,Other,India,Maharashtra,Nagpur,Software Developer,Low,1,2,History,77,0.7,E-Book,3,125
Victor Kade,14,Other,India,Karnataka,Hubli,Farmer,High,7,3,Mathematics,4,2.6,E-Book,1,137
Yahvi Sankar,14,Female,India,Tamil Nadu,Coimbatore,Government Employee,Middle,12,5,Computer Science,15,4.3,Interactive Quiz,2,128
Radha Bhatti,11,Male,India,Maharashtra,Pune,Government Employee,High,8,1,Computer Science,79,3.1,E-Book,3,115
Chaaya Manda,11,Female,India,Uttar Pradesh,Lucknow,Doctor,High,5,2,English,69,3.8,E-Book,3,92
Zaid Ravi,15,Male,India,Gujarat,Ahmedabad,Farmer,High,1,5,English,34,1.0,Textbook,2,139
Amol Divan,16,Male,India,Maharashtra,Pune,Farmer,High,10,2,Science,35,3.0,Video Lesson,2,105
Siddharth Chander,16,Female,India,West Bengal,Asansol,Farmer,Low,10,1,History,33,1.4,Video Lesson,1,120
Lajita Sekhon,15,Other,India,Rajasthan,Jodhpur,Government Employee,Middle,5,3,Science,86,4.0,Interactive Quiz,3,135
Dakshesh Singh,11,Other,India,Karnataka,Bangalore,Government Employee,Low,9,2,Mathematics,57,0.8,Textbook,1,99
Diya Rana,16,Other,India,Karnataka,Hubli,Software Developer,Low,6,3,Computer Science,30,3.4,Interactive Quiz,1,87
Rajeshri Tailor,10,Male,India,West Bengal,Kolkata,Business Owner,High,7,1,English,72,1.9,Video Lesson,2,129
Rayaan Devi,18,Male,India,Maharashtra,Pune,Business Owner,Low,9,2,Computer Science,83,1.1,Interactive Quiz,3,123
Bachittar Murthy,17,Male,India,Tamil Nadu,Chennai,Business Owner,High,12,2,Science,46,0.9,Textbook,1,90
Samuel Dhillon,15,Male,India,Gujarat,Surat,Software Developer,High,6,1,Mathematics,11,0.6,Textbook,3,110
Karan Nagy,17,Male,India,Gujarat,Vadodara,Engineer,High,10,2,Computer Science,8,1.3,Interactive Quiz,2,93
Yashawini Bhavsar,15,Male,India,Gujarat,Surat,Engineer,Middle,10,3,Science,87,1.8,Video Lesson,3,96
Oni Atwal,16,Female,India,Uttar Pradesh,Varanasi,Business Owner,Low,1,4,English,78,1.3,E-Book,1,129
Quincy Dayal,11,Other,India,Rajasthan,Jaipur,Business Owner,Low,6,3,Science,51,0.8,Textbook,3,89
Orinder Baria,16,Other,India,Rajasthan,Udaipur,Business Owner,High,11,4,History,92,4.8,Textbook,2,80
Harish Ramachandran,13,Female,India,Maharashtra,Nagpur,Business Owner,High,7,3,English,47,0.9,Video Lesson,1,128
Samuel Sagar,17,Male,India,West Bengal,Siliguri,Doctor,High,2,4,History,47,1.2,Textbook,2,85
Edhitha Singhal,10,Female,India,West Bengal,Siliguri,Government Employee,Low,7,2,History,42,1.3,Interactive Quiz,2,86
Jeet Muni,14,Male,India,Tamil Nadu,Madurai,Farmer,Low,5,2,Computer Science,10,2.4,E-Book,3,116
Wazir Bora,15,Female,India,West Bengal,Kolkata,Teacher,High,6,2,Science,72,2.0,Textbook,1,93
Indira Chad,10,Other,India,Gujarat,Vadodara,Farmer,Low,10,1,History,67,3.8,Video Lesson,1,107
Chaman Choudhary,15,Female,India,Tamil Nadu,Madurai,Business Owner,Middle,5,3,Science,94,2.4,E-Book,2,110
Brinda Kaul,14,Male,India,West Bengal,Kolkata,Farmer,High,6,3,Mathematics,70,3.2,Video Lesson,3,115
Yuvraj Seshadri,16,Female,India,Karnataka,Bangalore,Doctor,Low,5,2,Science,21,1.8,Video Lesson,1,138
Akshay Kumar,12,Other,India,Maharashtra,Nagpur,Software Developer,High,5,5,Science,91,5.0,Video Lesson,2,109
Riya Kara,13,Male,India,Karnataka,Bangalore,Business Owner,High,11,5,Computer Science,67,3.9,Textbook,3,137
Qabil Sodhi,15,Other,India,Rajasthan,Jodhpur,Doctor,Middle,11,3,Mathematics,47,3.2,Interactive Quiz,3,96
Nachiket Nagi,16,Female,India,West Bengal,Siliguri,Software Developer,Low,4,5,English,48,4.4,E-Book,3,80
Aadi Solanki,14,Male,India,Maharashtra,Pune,Doctor,Middle,12,5,History,26,2.2,Video Lesson,2,110
Ishwar Nayar,17,Male,India,Rajasthan,Jaipur,Teacher,Low,4,2,Computer Science,4,1.7,E-Book,3,117
Rishi Date,13,Female,India,Gujarat,Ahmedabad,Teacher,Middle,10,1,Computer Science,27,1.8,Video Lesson,3,93
Abdul Dhillon,16,Male,India,Karnataka,Mysore,Engineer,High,6,2,Mathematics,81,1.3,E-Book,2,98
Yuvraj Kumer,12,Female,India,Rajasthan,Jodhpur,Business Owner,Low,11,5,History,65,2.8,Interactive Quiz,3,95
Utkarsh Murty,13,Female,India,Tamil Nadu,Chennai,Farmer,Middle,1,1,History,84,0.9,E-Book,3,93
Ganga Sandal,17,Male,India,Gujarat,Vadodara,Doctor,Middle,1,5,Computer Science,96,4.0,Interactive Quiz,1,131
Shravya Menon,18,Male,India,Maharashtra,Mumbai,Business Owner,Middle,9,2,Science,17,0.9,E-Book,1,98
Owen Mall,14,Female,India,Uttar Pradesh,Lucknow,Engineer,Middle,4,1,Computer Science,31,0.8,Textbook,3,110
Ansh Viswanathan,13,Male,India,Maharashtra,Mumbai,Doctor,Middle,7,4,Computer Science,24,1.4,Video Lesson,2,85
Arya Maharaj,16,Male,India,Maharashtra,Pune,Government Employee,High,1,5,Science,17,3.0,E-Book,2,101
Yachana Sridhar,17,Other,India,Tamil Nadu,Madurai,Farmer,High,6,4,English,7,3.0,Video Lesson,1,84
Tanveer More,18,Female,India,Tamil Nadu,Chennai,Government Employee,Middle,5,4,Computer Science,12,4.9,E-Book,3,98
Rushil Aggarwal,15,Male,India,Rajasthan,Jodhpur,Business Owner,High,11,3,English,14,1.4,Textbook,1,101
Aradhana Kale,12,Female,India,Maharashtra,Nagpur,Engineer,High,11,4,Science,30,1.8,E-Book,2,83
Amol Arora,15,Female,India,Maharashtra,Pune,Government Employee,High,8,5,History,75,2.3,E-Book,1,116
Osha Rege,14,Other,India,West Bengal,Asansol,Business Owner,High,12,1,Science,80,3.3,Video Lesson,1,97
Ethan Kunda,10,Other,India,West Bengal,Asansol,Business Owner,Low,5,4,English,70,2.6,Interactive Quiz,2,131
Ubika Solanki,17,Female,India,Tamil Nadu,Madurai,Engineer,Low,9,2,Science,32,3.9,E-Book,3,137
Priya Chaudhry,11,Male,India,Uttar Pradesh,Lucknow,Engineer,Middle,1,1,Science,60,1.0,Video Lesson,2,104
Bhavya Comar,16,Female,India,Rajasthan,Jaipur,Farmer,High,6,5,Computer Science,87,1.5,Textbook,2,107
Ekaraj Sekhon,11,Female,India,Uttar Pradesh,Varanasi,Doctor,Low,1,5,History,7,4.3,Video Lesson,2,136
Timothy Golla,15,Male,India,Maharashtra,Pune,Business Owner,Low,5,1,Computer Science,75,1.3,Interactive Quiz,2,113
Vyanjana Saini,14,Other,India,Karnataka,Hubli,Doctor,Low,8,3,Computer Science,98,2.0,Video Lesson,3,135
Raagini Dua,16,Female,India,Tamil Nadu,Chennai,Doctor,High,7,2,History,17,0.7,Textbook,1,111
Jagrati Sengupta,14,Female,India,Rajasthan,Jaipur,Doctor,High,11,4,History,26,2.7,Video Lesson,3,96
Zansi Kara,10,Other,India,Rajasthan,Jaipur,Government Employee,High,2,3,Mathematics,49,1.0,Textbook,1,109
Vincent Dasgupta,10,Male,India,Tamil Nadu,Madurai,Teacher,Middle,8,2,Science,6,2.3,Video Lesson,3,125
Yuvraj Panchal,18,Female,India,Gujarat,Ahmedabad,Teacher,High,1,3,Mathematics,42,1.7,Video Lesson,3,113
Agastya Sant,14,Male,India,Tamil Nadu,Chennai,Business Owner,Middle,6,4,Mathematics,50,3.3,Interactive Quiz,3,140
Bhavna Lata,12,Male,India,Uttar Pradesh,Lucknow,Doctor,Middle,11,2,Mathematics,6,3.4,Interactive Quiz,2,107
Yuvraj Malhotra,14,Female,India,Gujarat,Ahmedabad,Government Employee,Middle,2,4,Mathematics,19,3.6,E-Book,1,109
Abhimanyu Grover,14,Other,India,Gujarat,Surat,Business Owner,Middle,11,1,History,17,2.0,Interactive Quiz,3,81
Patrick Dutta,13,Female,India,Tamil Nadu,Chennai,Government Employee,High,3,4,History,42,2.8,Video Lesson,2,111
Chatresh Deshmukh,11,Other,India,West Bengal,Siliguri,Engineer,Middle,8,3,English,35,4.2,E-Book,3,89
Urvi Ray,14,Male,India,Maharashtra,Pune,Engineer,Low,6,4,Mathematics,76,2.7,Textbook,3,123
Faras Wali,16,Female,India,Gujarat,Vadodara,Engineer,Low,6,3,Science,62,4.5,Textbook,2,99
Abeer Palan,14,Male,India,Gujarat,Vadodara,Farmer,High,11,5,History,68,0.7,E-Book,3,130
Vedika Guha,14,Male,India,Uttar Pradesh,Kanpur,Doctor,Low,11,3,Mathematics,84,3.7,Video Lesson,2,90
Zarna Parekh,12,Female,India,Uttar Pradesh,Lucknow,Doctor,High,11,2,Science,46,3.1,E-Book,2,84
Eesha Hegde,16,Other,India,Gujarat,Surat,Government Employee,High,9,4,Mathematics,37,4.3,Textbook,1,104
Falak Pingle,16,Female,India,Maharashtra,Nagpur,Government Employee,Low,4,2,English,61,4.6,Video Lesson,2,85
Lila Garg,14,Male,India,Rajasthan,Jaipur,Doctor,High,4,2,English,8,4.9,E-Book,1,98
Yoshita Gupta,13,Female,India,Gujarat,Vadodara,Software Developer,Middle,5,3,Mathematics,50,3.4,Video Lesson,3,92
Neel Mohanty,17,Male,India,Uttar Pradesh,Lucknow,Engineer,Middle,11,2,History,14,1.8,Video Lesson,2,116
Varsha D’Alia,14,Male,India,Uttar Pradesh,Varanasi,Software Developer,High,8,2,History,90,2.6,Video Lesson,2,119
Bishakha Ganguly,11,Other,India,Tamil Nadu,Chennai,Government Employee,Middle,8,2,History,39,4.7,Video Lesson,3,127
Balendra Cheema,12,Male,India,Karnataka,Hubli,Software Developer,Middle,10,5,History,0,4.9,E-Book,3,84
Samesh Upadhyay,12,Female,India,Gujarat,Vadodara,Business Owner,Middle,8,5,English,66,2.2,E-Book,1,115
Oscar Dayal,14,Male,India,Rajasthan,Jaipur,Business Owner,High,2,4,Computer Science,62,2.6,E-Book,3,89
Jacob Sanghvi,17,Male,India,Uttar Pradesh,Varanasi,Business Owner,Middle,12,5,Computer Science,20,3.3,Interactive Quiz,3,102
Tarak Keer,16,Female,India,Karnataka,Hubli,Doctor,Low,1,1,English,90,3.5,Interactive Quiz,3,137
Jalsa Chakraborty,15,Other,India,West Bengal,Asansol,Teacher,Middle,12,2,Computer Science,19,1.1,Video Lesson,2,112
Yuvraj Kothari,14,Male,India,Uttar Pradesh,Kanpur,Doctor,Low,3,3,Science,29,2.8,E-Book,1,96
Qarin Sibal,14,Other,India,Rajasthan,Udaipur,Farmer,Low,3,5,History,75,0.7,Interactive Quiz,2,125
Falan Jain,14,Female,India,Karnataka,Mysore,Business Owner,Low,11,3,History,81,1.1,Video Lesson,3,103
Charles Borah,18,Male,India,Rajasthan,Jaipur,Engineer,High,5,5,English,79,3.5,Video Lesson,1,131
Wazir Sarkar,17,Male,India,Rajasthan,Jaipur,Government Employee,Low,3,2,Mathematics,20,4.5,Video Lesson,3,119
Vrishti Gokhale,15,Male,India,Karnataka,Hubli,Government Employee,Low,8,4,Science,70,3.4,E-Book,1,118
Aarush Ramesh,12,Male,India,Uttar Pradesh,Lucknow,Business Owner,Low,4,2,Science,23,1.4,Textbook,3,126
Anika Tandon,10,Other,India,West Bengal,Asansol,Government Employee,Middle,10,3,Mathematics,86,2.6,Interactive Quiz,2,127
Kamala Amble,11,Female,India,Karnataka,Hubli,Government Employee,High,9,3,Mathematics,18,4.4,Textbook,3,110
Kamya Bava,18,Male,India,Maharashtra,Nagpur,Teacher,Low,3,5,Computer Science,29,1.0,E-Book,3,139
Lajita Mand,16,Male,India,Uttar Pradesh,Kanpur,Government Employee,Low,10,4,Science,54,4.3,Textbook,2,93
Ganga Nagar,16,Male,India,Tamil Nadu,Madurai,Software Developer,High,10,2,History,6,3.0,E-Book,1,99
Garima Lalla,13,Other,India,Gujarat,Vadodara,Government Employee,High,3,2,English,16,4.4,Interactive Quiz,1,93
Zilmil Korpal,12,Female,India,West Bengal,Asansol,Software Developer,Middle,4,1,English,97,3.4,Textbook,1,94
Timothy Rajan,15,Male,India,Gujarat,Surat,Government Employee,High,11,4,Science,37,3.1,Textbook,3,101
Benjamin Kannan,12,Other,India,West Bengal,Siliguri,Business Owner,High,1,1,Computer Science,57,0.7,E-Book,1,123
Abeer Sem,10,Female,India,Karnataka,Hubli,Government Employee,High,12,4,English,45,3.4,Video Lesson,2,86
Anusha Malhotra,15,Female,India,Maharashtra,Mumbai,Software Developer,High,4,3,Mathematics,23,2.1,E-Book,2,85
Tarak Rao,11,Female,India,Karnataka,Bangalore,Teacher,High,1,1,English,25,2.0,E-Book,2,139
Ranveer Dubey,11,Female,India,Maharashtra,Nagpur,Teacher,High,7,4,Mathematics,6,0.7,Video Lesson,2,139
Jason Kakar,12,Female,India,Rajasthan,Jaipur,Teacher,High,12,5,History,97,4.6,Video Lesson,1,124
Jackson Aurora,17,Male,India,West Bengal,Asansol,Farmer,High,2,4,Mathematics,56,2.5,Textbook,2,130
Krishna Lad,17,Female,India,Uttar Pradesh,Kanpur,Business Owner,Low,11,5,Computer Science,37,1.4,Textbook,2,112
Kala Mohan,14,Female,India,Gujarat,Vadodara,Business Owner,Low,11,3,Computer Science,37,4.0,Interactive Quiz,1,86
Vamakshi Mani,15,Other,India,Rajasthan,Jaipur,Farmer,High,7,1,Computer Science,40,4.1,E-Book,3,91
Bhanumati Chhabra,12,Other,India,Tamil Nadu,Chennai,Software Developer,Middle,6,1,English,68,2.4,Video Lesson,3,138
Xalak Varkey,14,Female,India,Tamil Nadu,Coimbatore,Doctor,High,1,4,Mathematics,31,4.8,Video Lesson,2,100
Agastya Bera,11,Male,India,Karnataka,Mysore,Doctor,Low,1,2,Computer Science,68,1.0,Interactive Quiz,3,121
Bhavna Ravi,11,Female,India,Gujarat,Vadodara,Software Developer,High,12,1,History,17,4.8,Textbook,3,130
Victor Bajwa,17,Other,India,Tamil Nadu,Coimbatore,Farmer,Middle,1,4,Mathematics,27,3.6,Video Lesson,2,108
Zansi Dutta,15,Other,India,Maharashtra,Pune,Farmer,Middle,7,2,Computer Science,32,3.3,Interactive Quiz,2,113
Xalak Acharya,10,Female,India,Maharashtra,Pune,Business Owner,Middle,9,2,History,8,4.7,Interactive Quiz,1,104
Jeevika Shere,11,Male,India,Maharashtra,Nagpur,Doctor,High,10,5,Computer Science,96,4.9,Textbook,2,105
Tripti Kar,10,Female,India,Gujarat,Vadodara,Engineer,Low,6,1,Computer Science,90,4.5,Interactive Quiz,1,105
Ubika Pathak,10,Male,India,West Bengal,Siliguri,Engineer,Low,7,1,Science,94,1.0,Textbook,2,93
Ishwar Ramanathan,14,Other,India,Uttar Pradesh,Lucknow,Government Employee,Middle,12,1,Mathematics,79,3.1,Interactive Quiz,2,95
Faris Narang,17,Other,India,Rajasthan,Udaipur,Engineer,High,12,1,English,26,1.4,Interactive Quiz,1,113
Meghana Bhakta,11,Other,India,Tamil Nadu,Coimbatore,Teacher,Middle,4,4,Science,96,3.5,Textbook,1,99
Rachana Datta,14,Female,India,Rajasthan,Jaipur,Government Employee,High,8,3,History,93,4.0,Interactive Quiz,3,97
Ekbal Uppal,18,Female,India,Tamil Nadu,Chennai,Engineer,Middle,1,4,Computer Science,61,4.9,Interactive Quiz,3,89
Daksh Nagy,16,Other,India,Uttar Pradesh,Kanpur,Doctor,Middle,4,5,History,73,3.2,E-Book,3,92
Ayushman Date,17,Male,India,Gujarat,Ahmedabad,Government Employee,High,5,2,English,70,3.9,Video Lesson,1,132
Aahana Chaudhari,15,Female,India,Karnataka,Bangalore,Teacher,Low,7,3,English,32,1.9,Textbook,1,132
Aryan Wali,12,Female,India,West Bengal,Asansol,Farmer,High,12,3,Mathematics,54,2.6,E-Book,1,100
Samuel Gala,15,Male,India,Rajasthan,Jodhpur,Government Employee,High,11,5,Science,27,2.3,E-Book,2,87
Warjas Raja,13,Male,India,Uttar Pradesh,Varanasi,Software Developer,Low,6,2,Computer Science,33,3.5,Video Lesson,2,139
Matthew Singh,18,Female,India,Rajasthan,Jaipur,Software Developer,Middle,5,3,Mathematics,51,0.6,Video Lesson,2,102
Hitesh Srivastava,16,Other,India,Uttar Pradesh,Lucknow,Business Owner,High,5,3,English,15,2.4,Video Lesson,1,110
Pratyush Varma,12,Male,India,Maharashtra,Nagpur,Teacher,Middle,2,2,Science,54,0.6,E-Book,3,90
Rudra Dua,18,Other,India,Maharashtra,Nagpur,Farmer,High,2,5,Mathematics,44,4.7,Video Lesson,2,81
Aishani Sunder,14,Male,India,Uttar Pradesh,Varanasi,Government Employee,Low,9,4,History,48,4.5,Interactive Quiz,3,131
Vasudha Sandhu,12,Male,India,Karnataka,Bangalore,Farmer,High,4,1,Science,99,4.1,E-Book,2,117
Caleb Purohit,16,Male,India,Maharashtra,Pune,Teacher,Middle,11,2,Mathematics,7,1.1,Video Lesson,1,124
Balendra Sengupta,10,Female,India,Tamil Nadu,Madurai,Teacher,Low,1,3,Mathematics,6,0.5,Textbook,3,128
Aashi Choudhry,14,Other,India,Karnataka,Bangalore,Farmer,High,6,2,English,47,5.0,Video Lesson,2,81
Saumya Sane,11,Other,India,Karnataka,Mysore,Business Owner,Middle,1,1,History,83,0.9,E-Book,1,137
Hritik Dutt,12,Other,India,Karnataka,Mysore,Farmer,High,12,1,Mathematics,97,2.5,Textbook,3,81
Falguni Ganesh,16,Female,India,Uttar Pradesh,Varanasi,Software Developer,Low,10,2,Computer Science,85,3.3,Interactive Quiz,3,127
Yochana Mitter,11,Male,India,West Bengal,Siliguri,Software Developer,High,9,1,Science,14,2.3,Interactive Quiz,2,92
Neelima Dey,14,Female,India,Tamil Nadu,Chennai,Government Employee,High,9,2,English,98,1.9,E-Book,3,103
Chanchal Bava,16,Male,India,Tamil Nadu,Madurai,Government Employee,Middle,9,2,Science,77,1.2,Interactive Quiz,3,109
Zarna Goswami,15,Female,India,Maharashtra,Nagpur,Business Owner,High,10,4,Mathematics,14,5.0,E-Book,1,137
Chakradhar Sharma,12,Female,India,Karnataka,Hubli,Business Owner,Low,11,5,Computer Science,11,2.5,Video Lesson,2,125
Nachiket Gandhi,16,Male,India,Gujarat,Surat,Doctor,High,8,5,History,31,3.3,Textbook,1,105
Yadavi Kala,15,Female,India,Rajasthan,Udaipur,Engineer,High,1,3,Science,65,3.3,E-Book,1,117
Agastya Goda,10,Other,India,Maharashtra,Pune,Business Owner,Low,7,4,Computer Science,30,4.8,Interactive Quiz,3,96
Teerth Chatterjee,12,Male,India,West Bengal,Kolkata,Business Owner,Middle,9,4,Science,32,1.6,Textbook,1,113
Advik Rajagopal,10,Female,India,Maharashtra,Nagpur,Farmer,Low,2,5,Science,73,4.9,Interactive Quiz,1,135
Tejas Zacharia,13,Male,India,West Bengal,Asansol,Doctor,Low,6,2,English,12,3.4,Interactive Quiz,1,108
Advaith Karpe,12,Male,India,Rajasthan,Jodhpur,Business Owner,Low,11,5,Computer Science,78,2.3,Interactive Quiz,2,98
Zaid Sangha,11,Female,India,Gujarat,Vadodara,Farmer,Middle,8,5,Mathematics,93,3.6,Video Lesson,3,117
Dhriti Boase,12,Other,India,West Bengal,Asansol,Farmer,High,3,3,History,94,3.4,Textbook,3,126
Chasmum Sagar,15,Male,India,West Bengal,Kolkata,Software Developer,Middle,2,1,English,98,2.6,Video Lesson,3,134
Aishani Chana,15,Other,India,Gujarat,Ahmedabad,Software Developer,High,11,1,Computer Science,66,2.2,Textbook,2,106
Reva Samra,17,Other,India,Uttar Pradesh,Lucknow,Doctor,High,7,1,Mathematics,64,1.0,Textbook,2,91
Anamika Purohit,12,Female,India,Rajasthan,Udaipur,Doctor,Low,4,4,Mathematics,70,2.4,Video Lesson,2,99
Oeshi Rama,14,Female,India,Uttar Pradesh,Varanasi,Software Developer,High,8,4,English,81,4.6,Video Lesson,2,113
Aayush Manda,14,Male,India,West Bengal,Siliguri,Business Owner,Low,6,3,Computer Science,91,0.8,Video Lesson,3,132
Harshil Bhatt,10,Other,India,Maharashtra,Pune,Business Owner,Low,7,5,History,24,3.9,Textbook,3,102
Yash Ratta,13,Other,India,Gujarat,Surat,Engineer,Middle,11,4,Computer Science,50,1.8,Interactive Quiz,2,112
Saksham Prabhu,17,Other,India,Tamil Nadu,Coimbatore,Government Employee,High,1,3,Mathematics,94,0.7,E-Book,3,95
Yashoda Kala,16,Female,India,Uttar Pradesh,Varanasi,Government Employee,Low,12,2,Science,13,1.9,E-Book,1,86
Bhavna Gole,13,Female,India,Rajasthan,Jodhpur,Engineer,Middle,10,1,Computer Science,14,1.2,Video Lesson,1,90
Manbir Varkey,14,Female,India,Maharashtra,Nagpur,Software Developer,Low,1,5,English,80,3.8,Textbook,2,106
Harita Sachdev,16,Female,India,Tamil Nadu,Madurai,Teacher,Middle,4,4,Science,21,1.8,Textbook,1,125
Aarav Gupta,16,Male,India,West Bengal,Siliguri,Farmer,High,10,5,English,89,3.1,E-Book,3,109
Omaja Chand,17,Male,India,Uttar Pradesh,Varanasi,Software Developer,Low,3,1,Mathematics,17,3.3,Textbook,1,135
Charvi Bhakta,15,Female,India,Gujarat,Ahmedabad,Doctor,High,12,4,Science,13,3.3,Video Lesson,2,100
Leena Gandhi,18,Male,India,Karnataka,Hubli,Teacher,Low,3,5,History,0,2.3,Video Lesson,1,105
